CASO,EDAD,GENERO,GENERO,VINCULO,PROVINCIA,ID PROVINCIA,MODALIDAD,FECHA
307,31,TRANSGENERO,3,PRINCIPAL,Salta,16,GOLPES,2014-12-24
76,26,MUJER,0,PRINCIPAL,Río Negro,15,,2014-12-28
141,36,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2014-12-28
222,52,MUJER,0,PRINCIPAL,Misiones,13,GOLPES,2014-12-29
272,25,MUJER,0,PRINCIPAL,Chaco,2,ASFIXIA,2015-01-01
162,36,MUJER,0,PRINCIPAL,Santa Fe,20,,2015-01-05
15,21,MUJER,0,PRINCIPAL,Buenos Aires,0,,2015-01-06
226,40,MUJER,0,PRINCIPAL,Misiones,13,GOLPES,2015-01-06
13,18,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-01-09
12,19,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-01-12
315,31,MUJER,0,PRINCIPAL,Misiones,13,QUEMADURAS,2015-01-13
34,31,MUJER,0,PRINCIPAL,Córdoba,5,,2015-01-15
165,29,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2015-01-17
381,29,MUJER,0,PRINCIPAL,Corrientes,6,DISPARO DE BALA,2015-01-18
235,63,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2015-01-20
164,23,MUJER,0,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2015-01-21
293,18,MUJER,0,PRINCIPAL,Santiago del Estero,21,ACUCHILLAMIENTO,2015-01-25
240,20,MUJER,0,PRINCIPAL,Santa Cruz,19,ACUCHILLAMIENTO,2015-01-25
640,60,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2015-01-25
29,34,MUJER,0,PRINCIPAL,Córdoba,5,,2015-01-28
476,2,,3,VINCULADO,Misiones,13,,2015-01-29
140,34,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-01-30
28,24,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2015-02-01
720,21,MUJER,0,PRINCIPAL,Jujuy,9,AHORCAMIENTO,2015-02-01
142,51,MUJER,0,PRINCIPAL,Córdoba,5,ASFIXIA,2015-02-03
997,21,MUJER,0,PRINCIPAL,Jujuy,9,ESTRANGULAMIENTO,2015-02-03
313,46,MUJER,0,PRINCIPAL,Entre Ríos,7,DISPARO DE BALA,2015-02-07
1033,30,MUJER,0,PRINCIPAL,Formosa,8,GOLPES,2015-02-09
163,18,MUJER,0,PRINCIPAL,Santa Fe,20,ESTRANGULAMIENTO,2015-02-13
386,57,,3,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2015-02-13
597,18,MUJER,0,PRINCIPAL,La Rioja,11,DISPARO DE BALA,2015-02-14
47,58,MUJER,0,PRINCIPAL,Santa Fe,20,APUÑALAMIENTO,2015-02-23
84,22,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2015-02-23
18,44,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,,2015-02-24
17,19,MUJER,0,VINCULADO,Ciudad Autónoma de Bs.As.,4,,2015-02-24
169,27,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-03-01
716,33,TRANSGENERO,3,PRINCIPAL,Mendoza,12,ACUCHILLAMIENTO,2015-03-01
615,34,MUJER,0,PRINCIPAL,Córdoba,5,ASFIXIA,2015-03-04
143,35,MUJER,0,PRINCIPAL,Córdoba,5,ESTRANGULAMIENTO,2015-03-11
453,47,MUJER,0,PRINCIPAL,Entre Ríos,7,QUEMADURAS,2015-03-12
94,19,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ASFIXIA,2015-03-14
539,20,MUJER,0,PRINCIPAL,Buenos Aires,0,ASFIXIA,2015-03-14
168,44,,3,PRINCIPAL,Corrientes,6,ACUCHILLAMIENTO,2015-03-15
91,26,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,,2015-03-16
887,44,MUJER,0,PRINCIPAL,Corrientes,6,GOLPES,2015-03-16
317,17,MUJER,0,PRINCIPAL,Corrientes,6,,2015-03-18
451,40,MUJER,0,PRINCIPAL,Entre Ríos,7,ACUCHILLAMIENTO,2015-03-18
10,26,MUJER,0,PRINCIPAL,Buenos Aires,0,,2015-03-20
227,48,MUJER,0,PRINCIPAL,Misiones,13,ACUCHILLAMIENTO,2015-03-23
619,38,MUJER,0,PRINCIPAL,Chubut,3,AHORCAMIENTO,2015-03-23
457,15,,3,VINCULADO,Buenos Aires,0,ASFIXIA,2015-03-27
598,64,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2015-03-27
623,21,MUJER,0,PRINCIPAL,Córdoba,5,,2015-03-27
271,22,MUJER,0,PRINCIPAL,San Luis,18,DISPARO DE BALA,2015-03-29
146,43,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2015-03-30
274,40,MUJER,0,PRINCIPAL,Chaco,2,ACUCHILLAMIENTO,2015-04-01
161,23,MUJER,0,PRINCIPAL,Neuquen,14,DESBARRANCAMIENTO,2015-04-04
228,16,MUJER,0,PRINCIPAL,Misiones,13,ACUCHILLAMIENTO,2015-04-07
277,29,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-04-08
150,26,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2015-04-09
179,22,MUJER,0,PRINCIPAL,Corrientes,6,GOLPES,2015-04-09
147,50,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2015-04-10
170,26,MUJER,0,PRINCIPAL,Río Negro,15,,2015-04-10
59,30,MUJER,0,PRINCIPAL,Buenos Aires,0,,2015-04-11
348,38,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2015-04-14
58,27,MUJER,0,PRINCIPAL,Buenos Aires,0,,2015-04-14
160,32,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,DISPARO DE BALA,2015-04-15
347,55,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2015-04-16
613,25,MUJER,0,PRINCIPAL,Jujuy,9,ASFIXIA,2015-04-18
452,7,,3,VINCULADO,Entre Ríos,7,OTROS,2015-04-20
308,16,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-04-21
275,71,MUJER,0,PRINCIPAL,Chaco,2,GOLPES,2015-04-22
229,12,MUJER,0,PRINCIPAL,Misiones,13,ESTRANGULAMIENTO,2015-04-22
529,44,,3,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-04-29
171,32,MUJER,0,PRINCIPAL,Chaco,2,GOLPES,2015-05-01
128,49,,3,PRINCIPAL,,,ACUCHILLAMIENTO,2015-05-02
152,24,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ESTRANGULAMIENTO,2015-05-04
62,14,MUJER,0,PRINCIPAL,Santa Fe,20,DEGOLLAMIENTO,2015-05-10
268,74,MUJER,0,PRINCIPAL,,,DISPARO DE BALA,2015-05-12
246,56,MUJER,0,PRINCIPAL,Mendoza,12,ACUCHILLAMIENTO,2015-05-15
996,51,MUJER,0,PRINCIPAL,Jujuy,9,GOLPES,2015-05-19
108,16,MUJER,0,PRINCIPAL,Corrientes,6,ASFIXIA,2015-05-21
105,51,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2015-05-21
456,15,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-05-21
89,18,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-05-23
184,23,MUJER,0,PRINCIPAL,Buenos Aires,0,OTROS,2015-05-25
394,22,,3,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2015-05-28
90,43,,3,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-05-29
154,53,MUJER,0,PRINCIPAL,Jujuy,9,,2015-05-29
304,16,MUJER,0,VINCULADO,Corrientes,6,,2015-06-03
487,60,MUJER,0,PRINCIPAL,Chubut,3,DISPARO DE BALA,2015-06-03
121,39,TRANSGENERO,3,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-06-05
67,42,MUJER,0,PRINCIPAL,Santiago del Estero,21,DISPARO DE BALA,2015-06-06
220,1,MUJER,0,PRINCIPAL,,,GOLPES,2015-06-10
209,23,MUJER,0,PRINCIPAL,Santiago del Estero,21,ACUCHILLAMIENTO,2015-06-12
279,17,MUJER,0,PRINCIPAL,Chaco,2,GOLPES,2015-06-17
276,39,MUJER,0,PRINCIPAL,Corrientes,6,ACUCHILLAMIENTO,2015-06-18
188,25,MUJER,0,PRINCIPAL,Buenos Aires,0,OTROS,2015-06-19
109,20,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-06-27
123,17,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-07-01
127,22,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2015-07-02
174,21,,3,PRINCIPAL,Salta,16,QUEMADURAS,2015-07-06
145,40,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-07-08
157,49,MUJER,0,PRINCIPAL,La Pampa,10,DISPARO DE BALA,2015-07-12
172,31,MUJER,0,PRINCIPAL,Santiago del Estero,21,ACUCHILLAMIENTO,2015-07-13
481,81,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-07-15
393,16,,3,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-07-18
190,13,,3,PRINCIPAL,Jujuy,9,,2015-07-19
475,22,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-07-19
734,24,MUJER,0,PRINCIPAL,Mendoza,12,,2015-07-19
186,20,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,DISPARO DE BALA,2015-07-24
187,34,TRANSGENERO,3,PRINCIPAL,Córdoba,5,ASFIXIA,2015-07-25
191,34,MUJER,0,PRINCIPAL,Santiago del Estero,21,ACUCHILLAMIENTO,2015-07-26
198,47,MUJER,0,PRINCIPAL,,,DISPARO DE BALA,2015-07-27
231,30,MUJER,0,PRINCIPAL,San Luis,18,GOLPES,2015-07-29
193,23,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-07-30
445,52,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-07-31
479,38,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2015-08-02
248,16,MUJER,0,PRINCIPAL,Salta,16,ASFIXIA,2015-08-03
482,24,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-08-13
409,52,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2015-08-15
449,16,MUJER,0,PRINCIPAL,Misiones,13,ACUCHILLAMIENTO,2015-08-16
480,42,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-08-19
502,44,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-08-21
448,33,MUJER,0,PRINCIPAL,Buenos Aires,0,OTROS,2015-08-22
444,39,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-08-24
447,25,MUJER,0,PRINCIPAL,Córdoba,5,GOLPES,2015-08-24
478,73,MUJER,0,PRINCIPAL,Buenos Aires,0,,2015-08-24
442,17,MUJER,0,PRINCIPAL,Entre Ríos,7,,2015-08-25
446,35,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-08-25
446,8,,3,VINCULADO,Buenos Aires,0,DISPARO DE BALA,2015-08-25
473,46,MUJER,0,PRINCIPAL,Corrientes,6,GOLPES,2015-08-27
569,49,MUJER,0,PRINCIPAL,Neuquen,14,QUEMADURAS,2015-08-27
450,51,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-08-31
454,50,MUJER,0,PRINCIPAL,Entre Ríos,7,GOLPES,2015-08-31
533,41,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,QUEMADURAS,2015-09-05
483,24,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2015-09-12
484,36,MUJER,0,PRINCIPAL,Neuquen,14,DISPARO DE BALA,2015-09-12
494,25,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-09-18
527,17,MUJER,0,PRINCIPAL,Buenos Aires,0,,2015-09-18
495,27,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2015-09-20
503,53,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2015-09-20
192,20,MUJER,0,PRINCIPAL,Neuquen,14,DISPARO DE BALA,2015-09-21
523,59,TRANSGENERO,3,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2015-09-25
507,44,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2015-10-06
506,17,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-10-07
516,47,MUJER,0,PRINCIPAL,Río Negro,15,ESTRANGULAMIENTO,2015-10-07
524,47,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2015-10-08
518,23,MUJER,0,PRINCIPAL,Salta,16,,2015-10-09
519,38,MUJER,0,PRINCIPAL,Buenos Aires,0,,2015-10-10
525,35,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2015-10-11
521,42,TRANSGENERO,3,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2015-10-11
520,23,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-10-12
534,25,MUJER,0,PRINCIPAL,Buenos Aires,0,,2015-10-18
532,33,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-10-19
48,36,MUJER,0,PRINCIPAL,Misiones,13,ESTRANGULAMIENTO,2015-10-21
536,27,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2015-10-22
535,51,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-10-22
537,26,MUJER,0,PRINCIPAL,Córdoba,5,APUÑALAMIENTO,2015-10-23
538,55,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-10-28
55,42,MUJER,0,PRINCIPAL,Mendoza,12,APUÑALAMIENTO,2015-10-30
573,32,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2015-11-04
785,29,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-11-06
24,17,MUJER,0,PRINCIPAL,Santa Cruz,19,ESTRANGULAMIENTO,2015-11-08
72,23,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-11-11
1,56,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2015-11-13
166,17,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2015-11-15
1030,36,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2015-11-15
77,23,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-11-16
427,40,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2015-11-19
56,23,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2015-11-20
559,19,MUJER,0,PRINCIPAL,Chaco,2,ACUCHILLAMIENTO,2015-11-22
557,35,MUJER,0,PRINCIPAL,Chaco,2,DISPARO DE BALA,2015-11-23
892,23,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-11-23
547,25,MUJER,0,PRINCIPAL,Salta,16,DISPARO DE BALA,2015-11-24
548,46,MUJER,0,PRINCIPAL,Salta,16,ASFIXIA,2015-12-01
540,3,MUJER,0,PRINCIPAL,Jujuy,9,ESTRANGULAMIENTO,2015-12-02
541,18,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2015-12-02
543,21,MUJER,0,PRINCIPAL,,,,2015-12-03
542,16,MUJER,0,PRINCIPAL,Chaco,2,GOLPES,2015-12-06
544,22,MUJER,0,PRINCIPAL,Córdoba,5,GOLPES,2015-12-06
577,73,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2015-12-10
595,45,MUJER,0,PRINCIPAL,Santiago del Estero,21,APUÑALAMIENTO,2015-12-10
553,40,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2015-12-11
545,45,MUJER,0,PRINCIPAL,Córdoba,5,GOLPES,2015-12-13
911,50,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2015-12-14
546,50,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2015-12-15
556,20,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2015-12-15
656,71,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2015-12-17
576,48,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2015-12-18
570,23,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-12-20
555,20,MUJER,0,PRINCIPAL,Entre Ríos,7,DESCUARTIZAMIENTO,2015-12-22
571,58,MUJER,0,PRINCIPAL,Santiago del Estero,21,APUÑALAMIENTO,2015-12-23
549,62,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2015-12-24
993,23,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-12-25
550,38,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2015-12-27
670,26,MUJER,0,PRINCIPAL,Buenos Aires,0,OTROS,2015-12-31
551,54,MUJER,0,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2016-01-04
552,22,MUJER,0,PRINCIPAL,Salta,16,AHORCAMIENTO,2016-01-04
558,49,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2016-01-13
560,19,MUJER,0,PRINCIPAL,Corrientes,6,ESTRANGULAMIENTO,2016-01-13
561,28,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-01-15
567,16,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2016-01-16
562,40,TRANSGENERO,3,PRINCIPAL,Río Negro,15,DISPARO DE BALA,2016-01-17
565,46,MUJER,0,PRINCIPAL,,,QUEMADURAS,2016-01-22
564,37,MUJER,0,PRINCIPAL,Córdoba,5,GOLPES,2016-01-22
566,31,MUJER,0,PRINCIPAL,Salta,16,APUÑALAMIENTO,2016-01-23
594,27,MUJER,0,PRINCIPAL,Neuquen,14,DISPARO DE BALA,2016-01-24
1025,30,MUJER,0,PRINCIPAL,Chubut,3,AHORCAMIENTO,2016-01-24
582,3,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-01-30
605,32,MUJER,0,PRINCIPAL,San Luis,18,DISPARO DE BALA,2016-01-30
606,23,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-02-02
574,18,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2016-02-04
581,29,MUJER,0,PRINCIPAL,Santa Fe,20,ASFIXIA,2016-02-06
578,36,MUJER,0,PRINCIPAL,Mendoza,12,APUÑALAMIENTO,2016-02-07
579,35,MUJER,0,PRINCIPAL,Santa Fe,20,APUÑALAMIENTO,2016-02-07
589,13,MUJER,0,PRINCIPAL,Mendoza,12,ASFIXIA,2016-02-07
588,21,MUJER,0,PRINCIPAL,Entre Ríos,7,APUÑALAMIENTO,2016-02-07
580,27,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2016-02-08
586,20,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,APUÑALAMIENTO,2016-02-09
584,38,MUJER,0,PRINCIPAL,Chaco,2,APUÑALAMIENTO,2016-02-10
593,28,MUJER,0,VINCULADO,Misiones,13,DISPARO DE BALA,2016-02-13
591,39,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2016-02-13
590,50,MUJER,0,PRINCIPAL,Formosa,8,APUÑALAMIENTO,2016-02-15
592,25,MUJER,0,PRINCIPAL,,,GOLPES,2016-02-15
596,33,MUJER,0,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2016-02-17
599,28,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-02-21
600,64,MUJER,0,PRINCIPAL,San Juan,17,GOLPES,2016-02-23
602,34,TRANSGENERO,3,PRINCIPAL,Buenos Aires,0,GOLPES,2016-02-23
604,40,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-02-26
607,34,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2016-03-07
608,17,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2016-03-11
612,28,MUJER,0,PRINCIPAL,Santiago del Estero,21,,2016-03-13
609,26,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2016-03-13
614,43,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-03-13
611,26,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2016-03-14
618,11,MUJER,0,VINCULADO,Buenos Aires,0,GOLPES,2016-03-17
617,29,MUJER,0,PRINCIPAL,Río Negro,15,GOLPES,2016-03-17
618,32,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-03-17
658,16,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2016-03-18
616,26,MUJER,0,PRINCIPAL,Misiones,13,GOLPES,2016-03-20
634,32,MUJER,0,PRINCIPAL,Salta,16,DISPARO DE BALA,2016-03-21
827,26,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-03-21
624,28,MUJER,0,PRINCIPAL,Río Negro,15,ACUCHILLAMIENTO,2016-03-23
620,27,MUJER,0,PRINCIPAL,Río Negro,15,GOLPES,2016-03-27
622,25,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2016-03-28
621,42,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-03-29
626,22,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-03-30
625,44,MUJER,0,PRINCIPAL,Córdoba,5,APUÑALAMIENTO,2016-03-31
627,30,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,DISPARO DE BALA,2016-04-01
714,29,TRANSGENERO,3,PRINCIPAL,Formosa,8,QUEMADURAS,2016-04-01
659,25,MUJER,0,PRINCIPAL,Salta,16,DISPARO DE BALA,2016-04-02
628,27,MUJER,0,PRINCIPAL,La Rioja,11,APUÑALAMIENTO,2016-04-04
629,36,MUJER,0,PRINCIPAL,Santiago del Estero,21,DISPARO DE BALA,2016-04-06
629,25,MUJER,0,VINCULADO,Santiago del Estero,21,DISPARO DE BALA,2016-04-06
630,27,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-04-07
631,53,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2016-04-11
657,8,MUJER,0,PRINCIPAL,Mendoza,12,QUEMADURAS,2016-04-12
647,21,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2016-04-18
649,18,MUJER,0,PRINCIPAL,Entre Ríos,7,ESTRANGULAMIENTO,2016-04-22
642,52,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2016-04-23
653,13,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-04-23
633,44,MUJER,0,PRINCIPAL,Catamarca,1,ACUCHILLAMIENTO,2016-04-24
637,48,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2016-04-24
635,22,MUJER,0,PRINCIPAL,Santa Cruz,19,ESTRANGULAMIENTO,2016-04-24
639,24,,3,PRINCIPAL,Buenos Aires,0,GOLPES,2016-04-26
641,25,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-04-26
638,43,MUJER,0,PRINCIPAL,Córdoba,5,APUÑALAMIENTO,2016-04-27
644,62,MUJER,0,PRINCIPAL,Entre Ríos,7,,2016-04-28
643,19,MUJER,0,PRINCIPAL,Córdoba,5,GOLPES,2016-04-28
645,44,MUJER,0,PRINCIPAL,Córdoba,5,,2016-05-03
646,30,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2016-05-06
648,26,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2016-05-06
648,14,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2016-05-06
650,21,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2016-05-14
651,25,,3,PRINCIPAL,Chubut,3,GOLPES,2016-05-17
652,12,MUJER,0,PRINCIPAL,Santa Fe,20,ESTRANGULAMIENTO,2016-05-25
654,12,MUJER,0,PRINCIPAL,Tucumán,23,ESTRANGULAMIENTO,2016-05-28
655,35,TRANSGENERO,3,PRINCIPAL,Mendoza,12,GOLPES,2016-06-05
660,41,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2016-06-07
661,24,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-06-08
678,20,MUJER,0,PRINCIPAL,Misiones,13,ASFIXIA,2016-06-13
662,36,MUJER,0,PRINCIPAL,Santiago del Estero,21,AHORCAMIENTO,2016-06-16
666,17,MUJER,0,PRINCIPAL,San Juan,17,ESTRANGULAMIENTO,2016-06-16
663,56,MUJER,0,PRINCIPAL,Chaco,2,QUEMADURAS,2016-06-20
664,58,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2016-06-22
665,26,MUJER,0,PRINCIPAL,Córdoba,5,ESTRANGULAMIENTO,2016-06-22
673,42,MUJER,0,PRINCIPAL,Santa Fe,20,DEGOLLAMIENTO,2016-06-23
715,53,TRANSGENERO,3,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-06-23
668,26,MUJER,0,PRINCIPAL,Formosa,8,GOLPES,2016-06-26
667,25,MUJER,0,PRINCIPAL,Tierra del Fuego,22,DESCUARTIZAMIENTO,2016-07-03
669,21,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2016-07-04
671,35,MUJER,0,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2016-07-05
674,38,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2016-07-06
687,43,MUJER,0,PRINCIPAL,Neuquen,14,ACUCHILLAMIENTO,2016-07-06
679,29,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-07-06
675,50,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2016-07-07
676,17,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2016-07-10
677,53,MUJER,0,PRINCIPAL,Misiones,13,ESTRANGULAMIENTO,2016-07-11
680,27,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-07-12
685,29,MUJER,0,PRINCIPAL,Jujuy,9,GOLPES,2016-07-14
1237,35,MUJER,0,PRINCIPAL,Tucumán,23,ESTRANGULAMIENTO,2016-07-16
703,42,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-07-20
684,37,MUJER,0,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2016-07-23
686,20,MUJER,0,PRINCIPAL,Jujuy,9,AHORCAMIENTO,2016-07-23
