CASO,EDAD,GENERO,GENERO,VINCULO,PROVINCIA,ID PROVINCIA,MODALIDAD,FECHA
689,31,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2016-07-25
690,25,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2016-07-28
692,18,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ASFIXIA,2016-07-29
691,17,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2016-07-31
696,18,MUJER,0,PRINCIPAL,Tucumán,23,AHORCAMIENTO,2016-08-07
694,53,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-08-08
704,36,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-08-09
1202,39,MUJER,0,PRINCIPAL,Buenos Aires,0,APUÑALAMIENTO,2016-08-10
701,43,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-08-13
698,23,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-08-14
699,21,MUJER,0,PRINCIPAL,Chaco,2,OTROS,2016-08-14
700,63,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-08-14
706,17,MUJER,0,PRINCIPAL,Santa Fe,20,,2016-08-16
705,37,MUJER,0,PRINCIPAL,Corrientes,6,ACUCHILLAMIENTO,2016-08-19
708,39,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-08-21
847,19,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2016-08-21
709,50,MUJER,0,PRINCIPAL,Buenos Aires,0,,2016-08-26
707,21,MUJER,0,PRINCIPAL,Chubut,3,ACUCHILLAMIENTO,2016-08-28
809,39,MUJER,0,PRINCIPAL,Mendoza,12,ESTRANGULAMIENTO,2016-08-29
992,22,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2016-09-02
710,19,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-09-09
750,65,MUJER,0,PRINCIPAL,Mendoza,12,ASFIXIA,2016-09-09
711,36,TRANSGENERO,3,PRINCIPAL,Jujuy,9,ACUCHILLAMIENTO,2016-09-10
717,24,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2016-09-12
712,27,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2016-09-13
725,54,MUJER,0,VINCULADO,Chubut,3,DISPARO DE BALA,2016-09-13
725,14,MUJER,0,VINCULADO,Chubut,3,DISPARO DE BALA,2016-09-13
718,26,MUJER,0,PRINCIPAL,Mendoza,12,AHORCAMIENTO,2016-09-13
1104,47,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-09-14
719,16,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-09-16
723,18,MUJER,0,PRINCIPAL,Tucumán,23,,2016-09-18
903,34,MUJER,0,PRINCIPAL,Mendoza,12,ESTRANGULAMIENTO,2016-09-19
722,39,MUJER,0,VINCULADO,Buenos Aires,0,DISPARO DE BALA,2016-09-20
724,44,MUJER,0,PRINCIPAL,Santiago del Estero,21,DISPARO DE BALA,2016-09-21
733,18,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-09-21
726,29,MUJER,0,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2016-09-23
727,21,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2016-09-27
728,19,MUJER,0,PRINCIPAL,Mendoza,12,DEGOLLAMIENTO,2016-09-28
729,19,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,APUÑALAMIENTO,2016-09-28
732,30,MUJER,0,PRINCIPAL,Jujuy,9,DISPARO DE BALA,2016-10-01
730,26,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-10-03
731,30,MUJER,0,PRINCIPAL,Santa Cruz,19,QUEMADURAS,2016-10-05
735,22,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2016-10-09
736,16,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-10-09
787,49,MUJER,0,PRINCIPAL,Corrientes,6,QUEMADURAS,2016-10-09
744,54,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-10-11
743,41,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2016-10-12
738,55,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-10-13
740,28,MUJER,0,PRINCIPAL,Santiago del Estero,21,ACUCHILLAMIENTO,2016-10-14
742,22,MUJER,0,PRINCIPAL,Córdoba,5,,2016-10-14
749,34,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2016-10-14
739,15,MUJER,0,PRINCIPAL,Mendoza,12,ASFIXIA,2016-10-15
745,63,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-10-15
741,38,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2016-10-16
746,35,MUJER,0,PRINCIPAL,Jujuy,9,QUEMADURAS,2016-10-17
748,42,MUJER,0,PRINCIPAL,Tucumán,23,APUÑALAMIENTO,2016-10-18
751,41,MUJER,0,PRINCIPAL,Mendoza,12,ACUCHILLAMIENTO,2016-10-19
756,22,MUJER,0,PRINCIPAL,Tucumán,23,QUEMADURAS,2016-10-19
752,65,MUJER,0,VINCULADO,,,ACUCHILLAMIENTO,2016-10-23
753,43,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2016-10-23
752,31,MUJER,0,PRINCIPAL,,,ACUCHILLAMIENTO,2016-10-23
752,90,MUJER,0,VINCULADO,,,ACUCHILLAMIENTO,2016-10-23
754,53,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-10-24
755,26,TRANSGENERO,3,PRINCIPAL,Misiones,13,GOLPES,2016-10-27
757,39,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2016-10-29
947,30,MUJER,0,PRINCIPAL,Córdoba,5,APUÑALAMIENTO,2016-10-30
1219,90,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2016-11-04
759,45,MUJER,0,PRINCIPAL,Entre Ríos,7,DISPARO DE BALA,2016-11-05
759,37,MUJER,0,PRINCIPAL,Entre Ríos,7,DISPARO DE BALA,2016-11-05
760,5,MUJER,0,VINCULADO,Entre Ríos,7,APUÑALAMIENTO,2016-11-07
760,7,MUJER,0,PRINCIPAL,Entre Ríos,7,APUÑALAMIENTO,2016-11-07
760,23,MUJER,0,PRINCIPAL,Entre Ríos,7,APUÑALAMIENTO,2016-11-07
761,35,MUJER,0,PRINCIPAL,Entre Ríos,7,OTROS,2016-11-09
764,34,MUJER,0,PRINCIPAL,Mendoza,12,DISPARO DE BALA,2016-11-11
767,35,MUJER,0,PRINCIPAL,Santa Fe,20,OTROS,2016-11-12
765,26,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,OTROS,2016-11-13
762,34,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-11-14
763,39,MUJER,0,PRINCIPAL,Entre Ríos,7,DEGOLLAMIENTO,2016-11-14
766,38,MUJER,0,PRINCIPAL,Santa Fe,20,APUÑALAMIENTO,2016-11-17
1168,25,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2016-11-20
758,18,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2016-11-24
758,16,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2016-11-24
777,24,MUJER,0,PRINCIPAL,Córdoba,5,ESTRANGULAMIENTO,2016-11-28
770,28,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2016-12-01
776,31,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-12-02
779,49,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-12-02
779,30,MUJER,0,VINCULADO,Buenos Aires,0,ACUCHILLAMIENTO,2016-12-02
773,15,MUJER,0,PRINCIPAL,Salta,16,AHORCAMIENTO,2016-12-05
775,32,MUJER,0,PRINCIPAL,Jujuy,9,ACUCHILLAMIENTO,2016-12-05
774,18,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2016-12-06
778,40,MUJER,0,PRINCIPAL,Chubut,3,DEGOLLAMIENTO,2016-12-08
789,30,MUJER,0,PRINCIPAL,Mendoza,12,,2016-12-10
781,33,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-12-12
1142,35,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-12-14
784,47,MUJER,0,PRINCIPAL,Misiones,13,GOLPES,2016-12-18
786,16,MUJER,0,PRINCIPAL,Chaco,2,,2016-12-18
788,34,MUJER,0,PRINCIPAL,Tucumán,23,ESTRANGULAMIENTO,2016-12-21
795,22,TRANSGENERO,3,PRINCIPAL,Buenos Aires,0,GOLPES,2016-12-22
791,29,MUJER,0,PRINCIPAL,Santiago del Estero,21,ACUCHILLAMIENTO,2016-12-24
804,35,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2016-12-24
790,15,MUJER,0,VINCULADO,Santa Fe,20,APUÑALAMIENTO,2016-12-25
790,44,MUJER,0,VINCULADO,Santa Fe,20,APUÑALAMIENTO,2016-12-25
799,15,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2016-12-29
798,22,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,DISPARO DE BALA,2016-12-29
1128,58,MUJER,0,PRINCIPAL,Buenos Aires,0,,2016-12-29
802,42,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2017-01-04
801,18,MUJER,0,PRINCIPAL,Salta,16,AHORCAMIENTO,2017-01-05
803,35,MUJER,0,PRINCIPAL,Salta,16,ESTRANGULAMIENTO,2017-01-06
805,23,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-01-09
1194,38,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2017-01-11
806,18,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-01-12
808,34,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2017-01-15
811,25,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-01-16
813,25,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-01-20
1201,19,,3,PRINCIPAL,Buenos Aires,0,GOLPES,2017-01-20
812,39,MUJER,0,PRINCIPAL,Buenos Aires,0,,2017-01-21
818,28,MUJER,0,PRINCIPAL,Salta,16,QUEMADURAS,2017-01-22
1252,23,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2017-01-24
819,53,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-01-25
1216,35,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-01-25
823,44,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2017-01-27
820,28,MUJER,0,PRINCIPAL,Chubut,3,GOLPES,2017-01-27
821,26,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2017-02-01
828,40,MUJER,0,PRINCIPAL,Corrientes,6,QUEMADURAS,2017-02-01
826,50,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-02-03
826,15,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-02-03
822,28,MUJER,0,PRINCIPAL,Tucumán,23,APUÑALAMIENTO,2017-02-04
825,55,MUJER,0,VINCULADO,Buenos Aires,0,DISPARO DE BALA,2017-02-05
824,32,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2017-02-06
1195,20,MUJER,0,VINCULADO,Buenos Aires,0,ACUCHILLAMIENTO,2017-02-09
831,42,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-02-11
897,18,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-02-11
830,16,MUJER,0,VINCULADO,Buenos Aires,0,DISPARO DE BALA,2017-02-12
830,17,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-02-12
829,42,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2017-02-12
835,30,MUJER,0,PRINCIPAL,Jujuy,9,DEGOLLAMIENTO,2017-02-15
835,8,MUJER,0,VINCULADO,Jujuy,9,DEGOLLAMIENTO,2017-02-15
834,31,MUJER,0,PRINCIPAL,Mendoza,12,GOLPES,2017-02-15
833,27,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-02-17
836,20,MUJER,0,PRINCIPAL,Jujuy,9,ACUCHILLAMIENTO,2017-02-17
837,33,MUJER,0,PRINCIPAL,Santiago del Estero,21,ACUCHILLAMIENTO,2017-02-20
837,11,MUJER,0,VINCULADO,Santiago del Estero,21,ACUCHILLAMIENTO,2017-02-20
837,9,MUJER,0,VINCULADO,Santiago del Estero,21,ACUCHILLAMIENTO,2017-02-20
1149,44,,3,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2017-02-20
838,20,MUJER,0,PRINCIPAL,Buenos Aires,0,,2017-02-21
901,18,MUJER,0,PRINCIPAL,Chaco,2,ACUCHILLAMIENTO,2017-02-23
839,22,MUJER,0,PRINCIPAL,Buenos Aires,0,Empalamiento,2017-02-24
842,54,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2017-02-24
840,67,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2017-02-27
841,35,MUJER,0,PRINCIPAL,Entre Ríos,7,GOLPES,2017-02-28
862,22,MUJER,0,PRINCIPAL,Salta,16,,2017-03-01
1150,28,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2017-03-01
1151,30,MUJER,0,PRINCIPAL,Entre Ríos,7,DISPARO DE BALA,2017-03-02
843,36,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2017-03-05
1068,26,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-03-07
845,53,MUJER,0,PRINCIPAL,Córdoba,5,GOLPES,2017-03-10
844,43,MUJER,0,PRINCIPAL,Neuquen,14,DISPARO DE BALA,2017-03-12
846,48,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2017-03-13
929,46,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2017-03-15
850,17,MUJER,0,PRINCIPAL,Salta,16,,2017-03-18
1207,17,MUJER,0,PRINCIPAL,Salta,16,APUÑALAMIENTO,2017-03-18
853,16,MUJER,0,PRINCIPAL,San Luis,18,DISPARO DE BALA,2017-03-19
1153,36,MUJER,0,PRINCIPAL,Formosa,8,DESCUARTIZAMIENTO,2017-03-19
849,22,MUJER,0,PRINCIPAL,Buenos Aires,0,,2017-03-20
854,36,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2017-03-21
852,50,MUJER,0,PRINCIPAL,Jujuy,9,GOLPES,2017-03-21
1154,67,MUJER,0,PRINCIPAL,Corrientes,6,ABUSO SEXUAL,2017-03-21
867,30,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2017-03-22
857,31,MUJER,0,PRINCIPAL,Jujuy,9,ESTRANGULAMIENTO,2017-03-22
855,12,MUJER,0,PRINCIPAL,San Luis,18,ESTRANGULAMIENTO,2017-03-22
1155,19,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2017-03-24
859,42,MUJER,0,PRINCIPAL,La Rioja,11,APUÑALAMIENTO,2017-03-30
860,43,MUJER,0,PRINCIPAL,Buenos Aires,0,GOLPES,2017-03-30
861,36,MUJER,0,PRINCIPAL,Buenos Aires,0,,2017-03-31
866,21,MUJER,0,PRINCIPAL,Entre Ríos,7,ESTRANGULAMIENTO,2017-04-01
864,16,MUJER,0,PRINCIPAL,Misiones,13,ESTRANGULAMIENTO,2017-04-02
894,22,MUJER,0,PRINCIPAL,Buenos Aires,0,DESCUARTIZAMIENTO,2017-04-02
955,21,MUJER,0,PRINCIPAL,Tucumán,23,QUEMADURAS,2017-04-02
872,10,MUJER,0,PRINCIPAL,Corrientes,6,ABUSO SEXUAL,2017-04-04
1157,46,MUJER,0,PRINCIPAL,San Juan,17,DISPARO DE BALA,2017-04-04
868,19,MUJER,0,PRINCIPAL,Córdoba,5,,2017-04-08
875,56,MUJER,0,PRINCIPAL,Buenos Aires,0,DESCUARTIZAMIENTO,2017-04-09
870,43,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2017-04-09
1158,50,MUJER,0,PRINCIPAL,Formosa,8,GOLPES,2017-04-09
883,3,MUJER,0,PRINCIPAL,Buenos Aires,0,ABUSO SEXUAL,2017-04-11
1161,3,MUJER,0,PRINCIPAL,Tucumán,23,GOLPES,2017-04-11
881,49,MUJER,0,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2017-04-13
874,43,MUJER,0,PRINCIPAL,Santiago del Estero,21,ACUCHILLAMIENTO,2017-04-14
873,16,MUJER,0,PRINCIPAL,Tucumán,23,ABUSO SEXUAL,2017-04-14
885,29,MUJER,0,PRINCIPAL,Santa Fe,20,ACUCHILLAMIENTO,2017-04-16
880,27,MUJER,0,PRINCIPAL,Misiones,13,ACUCHILLAMIENTO,2017-04-17
886,41,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2017-04-17
891,35,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2017-04-19
1162,61,MUJER,0,PRINCIPAL,Tierra del Fuego,22,DISPARO DE BALA,2017-04-19
882,48,MUJER,0,PRINCIPAL,Buenos Aires,0,DEGOLLAMIENTO,2017-04-20
933,31,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2017-04-20
893,21,MUJER,0,PRINCIPAL,Córdoba,5,ESTRANGULAMIENTO,2017-04-22
889,52,MUJER,0,PRINCIPAL,Mendoza,12,AHORCAMIENTO,2017-04-23
1164,24,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2017-04-25
906,17,MUJER,0,PRINCIPAL,Córdoba,5,ATROPELLAMIENTO,2017-04-26
1167,47,MUJER,0,PRINCIPAL,Salta,16,ESTRANGULAMIENTO,2017-04-26
898,1,MUJER,0,PRINCIPAL,Mendoza,12,ATROPELLAMIENTO,2017-04-27
1169,28,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2017-04-27
896,15,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2017-04-29
899,15,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-05-04
902,22,MUJER,0,PRINCIPAL,Jujuy,9,QUEMADURAS,2017-05-04
1074,52,MUJER,0,PRINCIPAL,Santa Cruz,19,ESTRANGULAMIENTO,2017-05-05
905,17,MUJER,0,PRINCIPAL,Tucumán,23,QUEMADURAS,2017-05-06
904,50,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2017-05-09
909,36,MUJER,0,PRINCIPAL,Catamarca,1,ACUCHILLAMIENTO,2017-05-14
910,50,MUJER,0,PRINCIPAL,Chaco,2,DEGOLLAMIENTO,2017-05-14
912,52,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-05-16
1172,62,,3,PRINCIPAL,Córdoba,5,ESTRANGULAMIENTO,2017-05-19
914,21,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-05-23
916,22,MUJER,0,PRINCIPAL,Salta,16,ESTRANGULAMIENTO,2017-05-27
919,46,MUJER,0,PRINCIPAL,Córdoba,5,DESCUARTIZAMIENTO,2017-05-28
917,35,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-05-28
918,40,MUJER,0,PRINCIPAL,Santiago del Estero,21,APUÑALAMIENTO,2017-06-01
941,52,MUJER,0,PRINCIPAL,San Juan,17,ACUCHILLAMIENTO,2017-06-02
921,26,MUJER,0,PRINCIPAL,Salta,16,ENVENENAMIENTO,2017-06-05
924,10,MUJER,0,VINCULADO,Neuquen,14,DISPARO DE BALA,2017-06-08
925,18,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2017-06-10
928,33,MUJER,0,PRINCIPAL,Neuquen,14,ACUCHILLAMIENTO,2017-06-11
926,39,MUJER,0,PRINCIPAL,Salta,16,ACUCHILLAMIENTO,2017-06-11
922,29,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-06-12
934,19,MUJER,0,PRINCIPAL,Formosa,8,ABUSO SEXUAL,2017-06-16
927,46,MUJER,0,PRINCIPAL,Córdoba,5,DESCUARTIZAMIENTO,2017-06-17
930,27,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-06-19
982,18,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,DISPARO DE BALA,2017-06-20
932,20,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2017-06-22
935,17,MUJER,0,PRINCIPAL,Santiago del Estero,21,DISPARO DE BALA,2017-06-25
936,37,MUJER,0,PRINCIPAL,Tucumán,23,DISPARO DE BALA,2017-06-27
937,25,MUJER,0,PRINCIPAL,Chaco,2,ASFIXIA,2017-06-27
944,32,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2017-06-28
940,31,MUJER,0,PRINCIPAL,San Luis,18,GOLPES,2017-06-28
1209,19,MUJER,0,PRINCIPAL,Santa Fe,20,AHOGAMIENTO,2017-07-01
946,27,MUJER,0,PRINCIPAL,Chubut,3,ACUCHILLAMIENTO,2017-07-03
942,23,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-07-03
950,19,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2017-07-05
951,7,MUJER,0,VINCULADO,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2017-07-06
951,43,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ACUCHILLAMIENTO,2017-07-06
954,19,MUJER,0,PRINCIPAL,Buenos Aires,0,OTROS,2017-07-08
952,26,MUJER,0,PRINCIPAL,Buenos Aires,0,QUEMADURAS,2017-07-08
953,31,MUJER,0,PRINCIPAL,Santiago del Estero,21,ESTRANGULAMIENTO,2017-07-09
958,38,MUJER,0,PRINCIPAL,Entre Ríos,7,ACUCHILLAMIENTO,2017-07-12
961,37,MUJER,0,PRINCIPAL,Santa Fe,20,GOLPES,2017-07-12
971,39,MUJER,0,PRINCIPAL,Jujuy,9,GOLPES,2017-07-13
966,13,MUJER,0,PRINCIPAL,Chaco,2,DISPARO DE BALA,2017-07-14
965,27,MUJER,0,VINCULADO,Córdoba,5,DISPARO DE BALA,2017-07-14
964,66,MUJER,0,PRINCIPAL,Córdoba,5,DISPARO DE BALA,2017-07-15
970,18,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-07-15
967,73,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,ESTRANGULAMIENTO,2017-07-15
1159,16,MUJER,0,PRINCIPAL,Buenos Aires,0,AHORCAMIENTO,2017-07-17
1160,5,,3,PRINCIPAL,Córdoba,5,ABUSO SEXUAL,2017-07-19
969,55,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-07-20
1166,60,,3,VINCULADO,,,QUEMADURAS,2017-07-20
1166,20,,3,VINCULADO,,,QUEMADURAS,2017-07-20
1166,23,,3,VINCULADO,,,QUEMADURAS,2017-07-20
1166,1,,3,VINCULADO,,,QUEMADURAS,2017-07-20
974,67,MUJER,0,PRINCIPAL,Ciudad Autónoma de Bs.As.,4,GOLPES,2017-07-21
975,67,MUJER,0,VINCULADO,Corrientes,6,DISPARO DE BALA,2017-07-25
976,36,TRANSGENERO,3,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2017-07-25
977,27,MUJER,0,PRINCIPAL,Corrientes,6,GOLPES,2017-07-28
979,16,MUJER,0,PRINCIPAL,Buenos Aires,0,ASFIXIA,2017-08-04
980,41,MUJER,0,PRINCIPAL,Córdoba,5,ACUCHILLAMIENTO,2017-08-07
981,22,MUJER,0,PRINCIPAL,Buenos Aires,0,AHORCAMIENTO,2017-08-08
983,80,MUJER,0,VINCULADO,Buenos Aires,0,ACUCHILLAMIENTO,2017-08-09
983,46,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-08-09
1171,2,,3,PRINCIPAL,Buenos Aires,0,GOLPES,2017-08-09
1000,31,TRANSGENERO,3,PRINCIPAL,Tucumán,23,ASFIXIA,2017-08-12
986,21,MUJER,0,PRINCIPAL,Salta,16,ENVENENAMIENTO,2017-08-17
987,20,MUJER,0,PRINCIPAL,Santa Fe,20,DISPARO DE BALA,2017-08-19
990,27,MUJER,0,PRINCIPAL,Jujuy,9,GOLPES,2017-08-20
978,65,MUJER,0,VINCULADO,Buenos Aires,0,ACUCHILLAMIENTO,2017-08-23
978,36,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-08-23
991,19,MUJER,0,PRINCIPAL,Salta,16,ESTRANGULAMIENTO,2017-08-26
994,20,MUJER,0,PRINCIPAL,Córdoba,5,APUÑALAMIENTO,2017-08-27
1163,23,MUJER,0,PRINCIPAL,Corrientes,6,ACUCHILLAMIENTO,2017-09-03
995,0,MUJER,0,PRINCIPAL,Buenos Aires,0,ABUSO SEXUAL,2017-09-05
1004,13,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-09-07
1005,43,TRANSGENERO,3,PRINCIPAL,Buenos Aires,0,GOLPES,2017-09-09
999,29,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-09-09
998,19,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-09-09
1001,22,MUJER,0,PRINCIPAL,Santiago del Estero,21,ESTRANGULAMIENTO,2017-09-11
1002,47,MUJER,0,PRINCIPAL,Catamarca,1,DISPARO DE BALA,2017-09-12
1059,21,MUJER,0,PRINCIPAL,Santiago del Estero,21,AHORCAMIENTO,2017-09-12
1006,31,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-09-17
1045,74,MUJER,0,PRINCIPAL,Buenos Aires,0,DISPARO DE BALA,2017-09-20
1007,39,MUJER,0,PRINCIPAL,Buenos Aires,0,ACUCHILLAMIENTO,2017-09-21
1008,25,MUJER,0,PRINCIPAL,Salta,16,GOLPES,2017-09-21
1050,25,MUJER,0,PRINCIPAL,Chaco,2,ACUCHILLAMIENTO,2017-09-23
1165,49,MUJER,0,PRINCIPAL,Santiago del Estero,21,DISPARO DE BALA,2017-09-27
1017,36,MUJER,0,PRINCIPAL,Neuquen,14,APUÑALAMIENTO,2017-09-28
1010,35,MUJER,0,PRINCIPAL,Córdoba,5,DEGOLLAMIENTO,2017-09-29
1177,42,MUJER,0,PRINCIPAL,Tucumán,23,ACUCHILLAMIENTO,2017-09-29
1009,40,MUJER,0,PRINCIPAL,Buenos Aires,0,ESTRANGULAMIENTO,2017-09-30
